id,name,address,type,services
102090,Posting box,"138 Buller Road, Reefton",Postbox,post_a_letter_standard
72510,Buller District Council,"66 Broadway, Reefton 7830",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
60486,Reefton,"66 Broadway, Reefton 7830",Postbox Lobby,box_lobby
102091,Posting box,"14 Mace Street, Reefton",Postbox,post_a_letter_standard
99171,Posting box,"151 State Highway 1 Highway, Taupo",Postbox,post_a_letter_standard
102199,Posting box,"63 Glenmark Drive, Waipara, Waipara",Postbox,post_a_letter_standard
72652,Waipara Gardens,63 Glenmark Drive,PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery,poste_restante"
60562,Waipara,63 Glenmark Drive,Postbox Lobby,box_lobby
72322,T A & P C Buckman,"6 Main Street, Greytown 5712",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
60345,Mahoenui,6 Main Street,Postbox Lobby,box_lobby
101694,Posting box,"4 Main Street, Mahoenui",Postbox,post_a_letter_standard
100430,Posting box,"116 Brougham Street, Westport, West Coast",Postbox,post_a_letter_standard
100427,Posting box,"45 Derby Street, Westport",Postbox,post_a_letter_standard
100431,Posting box,"138 Derby Street, Westport",Postbox,post_a_letter_standard
100429,Posting box,"174 Derby Street, Westport",Postbox,post_a_letter_standard
100426,Posting box,"Romilly Street, Westport",Postbox,post_a_letter_standard
99149,Posting box,"11 Wharewaka Road, Taupo",Postbox,post_a_letter_standard
100428,Posting box,"162 Queen Street, Westport",Postbox,post_a_letter_standard
100425,Posting box,"49 Luff Place, Westport, West Coast",Postbox,post_a_letter_standard
100433,Posting box,"22 Palmerston Street, Westport",Postbox,post_a_letter_standard
60125,Westport PostShop,"155 Palmerston Street, Westport 7825",Postbox Lobby,box_lobby
100432,Posting box,"Palmerston Street, Westport",Postbox,post_a_letter_standard
58319,Westport PostShop,"155 Palmerston Street, Westport 7825",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,poste_restante,counter_delivery,passport_and_id_photos,parcel_collection"
101803,Posting box,"cnr Kiekie Street, Aria",Postbox,post_a_letter_standard
99151,Posting box,"3 Rainbow Drive, Taupo",Postbox,post_a_letter_standard
72498,Rainbow Point Store,"1 Rainbow Drive, Rainbow Point, Taupo 3330",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage"
99158,Posting box,"705 Acacia Bay Road, Acacia Bay, Taupo",Postbox,post_a_letter_standard
99167,Posting box,"32 Richmond Avenue, Taupo",Postbox,post_a_letter_standard
85964,Acacia Bay Store,"705 Acacia Bay Road, Acacia Bay, Taupo 3330",PostShop,"box_lobby,post_a_parcel,purchase_postage,post_a_letter_standard,post_a_letter_fastpost"
99152,Posting box,"35 Chesham Avenue, Taupo",Postbox,post_a_letter_standard
72151,Donaldo's,"23 Marine Parade, Carters Beach, Westport 7825",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
99160,Posting box,"40 Taharepa Road, Taupo",Postbox,post_a_letter_standard
99150,Posting box,"2 McDonell Street, Taupo",Postbox,post_a_letter_standard
58452,Kiwibank ATM,"29 Tongariro Street, Taupo 3330",ATM,atm
99165,Posting box,"61 Rifle Range Road, Taupo",Postbox,post_a_letter_standard
102108,Posting box,"25 Carters Road, Amberley, Amberley",Postbox,post_a_letter_standard
102221,Posting box,"42 Horomatangi Street, Taupo",Postbox,post_a_letter_fastpost
102222,Posting box,"42 Horomatangi Street, Taupo",Postbox,post_a_letter_standard
58266,Taupo PostShop,"46 Horomatangi Street, Taupo 3330",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,poste_restante,counter_delivery,passport_and_id_photos,parcel_collection"
65145,Kiwibank ATM,"46 Horomatangi Street, Taupo 3330",ATM,atm
60120,Taupo PostShop,"46 Horomatangi Street, Taupo 3330",Postbox Lobby,box_lobby
99169,Posting box,"42 Horomatangi Street, Taupo",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
99170,Posting box,"86 Ruapehu Street, Taupo",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
99164,Posting box,"125 Ruapehu Street, Taupo",Postbox,post_a_letter_standard
99161,Posting box,"154 Acacia Bay Road, Acacia Bay, Taupo",Postbox,post_a_letter_standard
102106,Posting box,"103 Carters Road, Amberley, Amberley",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
58031,Amberley PostShop,"103 Carters Road, Amberley 7410",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,counter_delivery,parcel_collection"
60301,Amberley PostShop,"103 Carters Road, Amberley 7410",Postbox Lobby,box_lobby
60625,Taupo Mail Centre Box Lobby,"32 Nukuhau Street, Taupo 3330",Postbox Lobby,box_lobby
99162,Posting box,"32 Nukuhau Street, Taupo",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
99156,Posting box,"54 Norman Smith Street, Taupo",Postbox,post_a_letter_standard
99157,Posting box,"98 Kaimanawa Street, Taupo",Postbox,post_a_letter_standard
99168,Posting box,"161 Taharepa Road, Taupo",Postbox,post_a_letter_standard
102105,Posting box,"45 Bank Street, Amberley, Amberley",Postbox,post_a_letter_standard
102107,Posting box,"137 Carters Road, Amberley, Amberley",Postbox,post_a_letter_standard
99153,Posting box,"36 Pihanga Street, Taupo",Postbox,post_a_letter_standard
99155,Posting box,"48 Miro Street, Taupo",Postbox,post_a_letter_standard
99163,Posting box,"224 Taharepa Road, Taupo",Postbox,post_a_letter_standard
72452,Paetiki Lotto Magazines & Post,"230 Taharepa Road, Tauhara, Taupo 3330",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage"
99154,Posting box,"39 Kahurangi Drive, Taupo",Postbox,post_a_letter_standard
60383,Benneydale,"34 Ellis Road, Benneydale, Te Kuiti 3987",Postbox Lobby,box_lobby
72130,Benneydale Foodmarket Ltd,"34 Ellis Road, Benneydale, Te Kuiti 3987",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
101693,Posting box,"36 Ellis Road, Benneydale",Postbox,post_a_letter_standard
102149,Posting box,"17 Lucas Drive, Leithfield Beach, Leithfield Beach",Postbox,post_a_letter_standard
60342,Leithfield Beach,18 Lucas Drive,Postbox Lobby,box_lobby
60473,Piopio,"53 Moa Street, Piopio 3912",Postbox Lobby,box_lobby
72472,RD1 Pio Pio,"53 Moa Street, Piopio 3912",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage"
101850,Posting box,"53 Moa Street, Piopio",Postbox,post_a_letter_standard
102099,Posting box,"State Highway 7, Ikamatua",Postbox,post_a_letter_standard
60325,Ikamatua,212 State Highway 7,Postbox Lobby,box_lobby
101330,Posting box,"3535 State Highway 2, Raupunga",Postbox,post_a_letter_standard
72537,Sefton Garage,571 Upper Sefton Road,PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
60700,Sefton,571 Upper Sefton Road,Postbox Lobby,box_lobby
102185,Posting box,"671 Upper Sefton Road, Sefton, Sefton",Postbox,post_a_letter_standard
102198,Posting box,"54 Park Terrace, Waikuku Beach, Waikuku Beach",Postbox,post_a_letter_standard
60556,Waikuku Beach,54 Park Terrace,Postbox Lobby,box_lobby
72642,Waikuku Beach General Store,"26 Park Terrace, Waikuku Beach 7473",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
60391,Charleston,1 Camp Street,Postbox Lobby,box_lobby
102098,Posting box,"State Highway 7, Totara Flat",Postbox,post_a_letter_standard
102197,Posting box,"1413 Main Road, Waikuku, Waikuku",Postbox,post_a_letter_standard
72643,Shell Waikuku,1413 Main North Road,PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
60759,Pegasus,8-12 Tahuna St,Postbox Lobby,box_lobby
72470,Pegasus General Store,8 Tahuna St,PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
72694,Woodend Service Station,"56 Main North Road, Woodend 7610",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
60581,Woodend,"56 Main North Road, Woodend 7610",Postbox Lobby,box_lobby
102201,Posting box,"60 Main North Road, Woodend, Woodend",Postbox,post_a_letter_standard
102170,Posting box,"65 Golding Avenue, Rangiora, Rangiora",Postbox,post_a_letter_standard
102167,Posting box,"51 Ashley Street, Rangiora, Rangiora",Postbox,post_a_letter_standard
102175,Posting box,"137 Kippenberger Avenue, Rangiora, Rangiora",Postbox,post_a_letter_standard
102168,Posting box,"54 Blackett Street, Rangiora, Rangiora",Postbox,post_a_letter_standard
102176,Posting box,"199 High Street, Rangiora, Rangiora",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
65130,Kiwibank ATM,"199 High Street, Rangiora 7400",ATM,atm
60227,Rangiora Take Note,"199 High Street, Rangiora 7400",Postbox Lobby,box_lobby
102177,Posting box,"106 White Street, Rangiora, Rangiora",Postbox,post_a_letter_standard
102179,Posting box,"28 Victoria Street, Rangiora, Rangiora",Postbox,post_a_letter_standard
58234,Rangiora Take Note,"199 High Street, Rangiora 7400",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,dropbox,counter_delivery,passport_and_id_photos,parcel_collection"
102174,Posting box,"114 King Street, Rangiora, Rangiora",Postbox,post_a_letter_standard
102172,Posting box,"2 Johns Road, Rangiora, Rangiora",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
102180,Posting box,"39 White Street, Rangiora, Rangiora",Postbox,post_a_letter_standard
102171,Posting box,"437 High Street, Rangiora, Rangiora",Postbox,post_a_letter_standard
102173,Posting box,"64 Johns Road, Rangiora, Rangiora",Postbox,post_a_letter_standard
102134,Posting box,"33 Dunns Avenue, Pines Beach, Kaiapoi",Postbox,post_a_letter_standard
102169,Posting box,"17 Bush Street, Rangiora, Rangiora",Postbox,post_a_letter_standard
101932,Posting box,"115 Whakamaru Road, Whakamaru",Postbox,post_a_letter_standard
102178,Posting box,"40 Southbrook Road, Rangiora, Rangiora",Postbox,post_a_letter_standard
101893,Posting box,"10 Queen Street, Te Kuiti",Postbox,post_a_letter_standard
101894,Posting box,"123 Rora Street, Te Kuiti",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
58274,Te Kuiti PostShop,"123 Rora Street, Te Kuiti 3910",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,counter_delivery,passport_and_id_photos,parcel_collection"
60028,Te Kuiti PostShop,"123 Rora Street, Te Kuiti 3910",Postbox Lobby,box_lobby
101892,Posting box,"39 George Street, Te Kuiti",Postbox,post_a_letter_standard
72095,Ahaura Foodmarket 1999,4 Clifton Street ,PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
60603,Ahaura,4 Clifton Street,Postbox Lobby,box_lobby
102097,Posting box,"3346 Ahaura, Ahaura",Postbox,post_a_letter_standard
101891,Posting box,"cnr Alexandra Street, Te Kuiti",Postbox,post_a_letter_standard
101895,Posting box,"cnr Te Kumi Road, Te Kuiti",Postbox,post_a_letter_standard
102137,Posting box,"332 Williams Street, Kaiapoi, Kaiapoi",Postbox,post_a_letter_standard
102136,Posting box,"20 Cridland Street, Kaiapoi, Kaiapoi",Postbox,post_a_letter_standard
65066,Kiwibank ATM,"55 Charles Street, Kaiapoi 7630",ATM,atm
60239,Kaiapoi PostShop,"55 Charles Street, Kaiapoi 7630",Postbox Lobby,box_lobby
102131,Posting box,"55 Charles Street, Kaiapoi, Kaiapoi",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
58124,Kaiapoi PostShop,"55 Charles Street, Kaiapoi 7630",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,dropbox,counter_delivery,passport_and_id_photos,parcel_collection"
102139,Posting box,"109 Williams Street, Kaiapoi, Kaiapoi",Postbox,post_a_letter_standard
102130,Posting box,"50 Fuller Street, Kaiapoi, Kaiapoi",Postbox,post_a_letter_standard
102135,Posting box,"50 Sneyd Street, Kaiapoi, Kaiapoi",Postbox,post_a_letter_standard
102132,Posting box,"Ohoka Road, Kaiapoi, Kaiapoi",Postbox,post_a_letter_standard
102133,Posting box,"70 Ohoka Road, Kaiapoi, Kaiapoi",Postbox,post_a_letter_standard
100813,Posting box,"924 Lower Styx Road, Brooklands, Christchurch",Postbox,post_a_letter_standard
102138,Posting box,"2 Williams Street, Kaiapoi, Kaiapoi",Postbox,post_a_letter_standard
100800,Posting box,"149 Kainga Road, Kainga, Christchurch",Postbox,post_a_letter_standard
101700,Posting box,"71 Rangatira Drive, Mangakino",Postbox,post_a_letter_standard
60677,Mangakino,69 Rangatira Drive,Postbox Lobby,box_lobby
100812,Posting box,"331 Lower Styx Road, Brooklands, Christchurch",Postbox,post_a_letter_standard
101322,Posting box,"80 McLean Street, Wairoa",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
101320,Posting box,"1 Achillies Street, Wairoa",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100818,Posting box,"1277 Main North Road, Kainga, Christchurch",Postbox,post_a_letter_standard
101321,Posting box,"cnr Locke Street, Wairoa",Postbox,post_a_letter_standard
58306,Wairoa PostShop,"92 Marine Parade, Wairoa 4108",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,counter_delivery,passport_and_id_photos,parcel_collection"
65164,Kiwibank ATM,"92 Marine Parade, Wairoa 4108",ATM,atm
60023,Wairoa PostShop,"92 Marine Parade, Wairoa 4108",Postbox Lobby,box_lobby
101323,Posting box,"162 Marine Parade, Wairoa",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100440,Posting box,"State Highway 6, Punakaiki",Postbox,post_a_letter_standard
101319,Posting box,"24 Mahia Avenue, Wairoa",Postbox,post_a_letter_standard
72375,The Last Stop,"14 Rimu Crescent, Minginui 3079",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
100835,Posting box,"760 Marshland Road, Styx, Christchurch",Postbox,post_a_letter_standard
101842,Posting box,"20 Te Anga Road, Otorohanga",Postbox,post_a_letter_standard
100859,Posting box,"60 Queenspark Drive, Parklands, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100832,Posting box,"47 Marine Parade, North New Brighton, Christchurch",Postbox,post_a_letter_standard
58220,Parklands PostShop,"60 Queenspark Drive, Parklands, Christchurch 8083",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,counter_delivery,parcel_collection"
60172,Parklands PostShop,"60 Queenspark Drive, Parklands, Christchurch 8083",Postbox Lobby,box_lobby
100860,Posting box,"179 Queenspark Drive, Parklands, Christchurch",Postbox,post_a_letter_standard
100816,Posting box,"806b Main North Road, Belfast, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100828,Posting box,"447 Mairehau Road, Parklands, Christchurch",Postbox,post_a_letter_standard
72614,Twin Lakes Store 1990,"4855 Lake Road, Tuai, Wairoa 4195",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
101324,Posting box,"4855 State Highway 38, Tuai",Postbox,post_a_letter_standard
60541,Tuai,4846 Lake Road,Postbox Lobby,box_lobby
60565,Waitomo Caves,21 Waitomo Caves Road,Postbox Lobby,box_lobby
72133,QE11 Pharmacy Limited,"1/251 Travis Road, New Brighton, Christchurch 8083",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
102096,Posting box,"2298 State Highway 7, Ngahere",Postbox,post_a_letter_standard
100888,Posting box,"251 Travis Road, New Brighton, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100821,Posting box,"695 Main North Road, Belfast, Christchurch",Postbox,post_a_letter_standard
60283,New Brighton Paper Plus,"72 New Brighton Road, Burwood, Christchurch 8061",Postbox Lobby,box_lobby
58180,New Brighton Paper Plus,"72 Brighton Mall,  Christchurch",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,dropbox,counter_delivery,passport_and_id_photos,parcel_collection"
65099,Kiwibank ATM,"72 Brighton Mall,  Christchurch",ATM,atm
100843,Posting box,"72 New Brighton Mall, New Brighton, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100747,Posting box,"257 Burwood Road, Burwood, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
102114,Posting box,"1689 Main Road, Cust, Cust",Postbox,post_a_letter_standard
60587,Cust,1689 Cust Road,Postbox Lobby,box_lobby
72179,Cust Service Centre Ltd,1689 Cust Road,PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
100742,Posting box,"14 Bower Avenue, New Brighton, Christchurch",Postbox,post_a_letter_standard
100861,Posting box,"1 Radcliffe Road, Belfast, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
101328,Posting box,"State Higway 38, Frasertown",Postbox,post_a_letter_standard
100891,Posting box,"124 Union Street, New Brighton, Christchurch",Postbox,post_a_letter_standard
100840,Posting box,"2 Mounter Avenue, Northwood, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
60600,Frasertown,726 Sutton Street,Postbox Lobby,box_lobby
60752,Northwood PostShop,"1 Radcliffe Road, Belfast, Christchurch 8051",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,parcel_collection"
60758,Northwood PostShop,"1 Radcliffe Road, Belfast, Christchurch 8051",Postbox Lobby,box_lobby
102100,Posting box,"19 Hart Street, Blackball",Postbox,post_a_letter_standard
100895,Posting box,"316 Wainoni Road, Avondale, Christchurch",Postbox,post_a_letter_standard
102101,Posting box,"66 Main Road, Blackball",Postbox,post_a_letter_standard
100804,Posting box,"11 Lakewood Drive, Burwood, Christchurch",Postbox,post_a_letter_standard
100769,Posting box,"89 Estuary Road, South New Brighton, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100803,Posting box,"4 Lake Terrace Road, Burwood, Christchurch",Postbox,post_a_letter_standard
100858,Posting box,"103 Prestons Road, Redwood, Christchurch",Postbox,post_a_letter_standard
100439,Posting box,"6 Cargills Road, Barrytown",Postbox,post_a_letter_standard
100820,Posting box,"356 Main North Road, Redwood, Christchurch",Postbox,post_a_letter_standard
99913,Posting box,"175 Wainoni Road, Avondale, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100852,Posting box,"319 Pages Road, Aranui, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
72104,Aranui Pharmacy 2006 Ltd,"317 Pages Road, Wainoni, Christchurch 8061",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
60371,Aranui,"317 Pages Road, Wainoni, Christchurch 8061",Postbox Lobby,box_lobby
100862,Posting box,"169 Regents Park Drive, Casebrook, Christchurch",Postbox,post_a_letter_standard
100765,Posting box,"45 Daniels Road, Redwood, Christchurch",Postbox,post_a_letter_standard
58373,Kiwibank ATM,319 Pages Rd,ATM,atm
100834,Posting box,"96 Marshland Road, Shirley, Christchurch",Postbox,post_a_letter_standard
100819,Posting box,"288b Main North Road, Redwood, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
72508,Redwood Mini Market,"284 Main North Road, Redwood, Christchurch 8051",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
102217,Posting box,"607 Settlers Road, Reporoa, Rotorua",Postbox,post_a_letter_standard
60487,Reporoa,607 Settlers Road,Postbox Lobby,box_lobby
100795,Posting box,"1 Horseshoe Lake Road, Shirley, Christchurch",Postbox,post_a_letter_standard
100626,Posting box,"37 Acheson Avenue, Mairehau, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100833,Posting box,"12 Marshland Road, Shirley, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
99943,Posting box,"459 Innes Road, Mairehau, Christchurch",Postbox,post_a_letter_standard
58245,Shirley PostShop ,"18 Marshland Road, Shirley, Christchurch 8061",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,parcel_collection,dropbox,passport_and_id_photos,counter_delivery"
60112,Shirley PostShop,"18 Marshland Road, Shirley, Christchurch 8061",Postbox Lobby,box_lobby
86000,KiwiBank ATM,"18 Marshland Road, Shirley, Christchurch 8061",ATM,atm
100814,Posting box,"50 McBratneys Road, Dallington, Christchurch",Postbox,post_a_letter_standard
100894,Posting box,"21 Wainoni Road, Wainoni, Christchurch",Postbox,post_a_letter_standard
99944,Posting box,"484 Cranford Street, Redwood, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100783,Posting box,"16 Grampian Street, Casebrook, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100902,Posting box,"63 Warrington Street, Mairehau, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100872,Posting box,"133 Sawyers Arms Road, Northcote, Christchurch",Postbox,post_a_letter_standard
100817,Posting box,"93 Main North Road, Papanui, Christchurch",Postbox,post_a_letter_standard
100873,Posting box,"228 Sawyers Arms Road, Bishopdale, Christchurch",Postbox,post_a_letter_standard
100797,Posting box,"213 Innes Road, St Albans, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100790,Posting box,"114 Hills Road, Edgeware, Christchurch",Postbox,post_a_letter_standard
100767,Posting box,"241 Dyers Road, Bromley, Christchurch",Postbox,post_a_letter_standard
100907,Posting box,"181 Woodham Road, Avonside, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
72556,"Sumner Garden, Gift & Hardware","7 Wakefield Avenue, Sumner, Christchurch 8081",PostShop,"parcel_collection,post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
60037,Sumner,"7 Wakefield Avenue, Sumner, Christchurch 8081",Postbox Lobby,box_lobby
100789,Posting box,"85 Hay Street, Bromley, Christchurch",Postbox,post_a_letter_standard
100898,Posting box,"13 Wakefield Avenue, Sumner, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100845,Posting box,"66 North Avon Road, Richmond, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
72408,Richmond Village Book &  Ltd,"66 North Avon Road, Richmond, Christchurch 8013",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery,poste_restante"
60449,North Avon,"66 North Avon Road, Richmond, Christchurch 8013",Postbox Lobby,box_lobby
99880,Posting box,"55 Main North Road, Papanui, Christchurch",Postbox,post_a_letter_standard
100842,Posting box,"88 Nayland Street, Sumner, Christchurch",Postbox,post_a_letter_standard
100632,Posting box,"562 Barbadoes Street, Edgeware, Christchurch",Postbox,post_a_letter_standard
100806,Posting box,"164 Langdons Road, Northcote, Christchurch",Postbox,post_a_letter_standard
60170,Papanui Box Lobby,"37 Main North Road, Papanui, Christchurch 8053",Postbox Lobby,box_lobby
85998,KiwiBank ATM,"1/37 Main North Road, Papanui, Christchurch 8053",ATM,atm
100815,Posting box,"37 Main North Road, Papanui, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
72507,Redcliffs Dairy,"85 Main Road, Redcliffs, Christchurch 8081",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
100822,Posting box,"85 Main Road, Redcliffs, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100762,Posting box,"43 Cotswold Avenue, Bishopdale, Christchurch",Postbox,post_a_letter_standard
100871,Posting box,"63 Rutland Street, St Albans, Christchurch",Postbox,post_a_letter_standard
100823,Posting box,"234 Main Road, Moncks Bay, Christchurch",Postbox,post_a_letter_standard
100881,Posting box,"181 St Johns Street, Bromley, Christchurch",Postbox,post_a_letter_standard
100787,Posting box,"161 Harewood Road, Papanui, Christchurch",Postbox,post_a_letter_standard
100770,Posting box,"76 Edgeware Road, St Albans, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100746,Posting box,"44 Buckleys Road, Linwood, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
58072,Edgeware PostShop,"76 Edgeware Road, Saint Albans, Christchurch 8014",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,dropbox,counter_delivery"
60076,Edgeware PostShop,"76 Edgeware Road, Saint Albans, Christchurch 8014",Postbox Lobby,box_lobby
65042,Kiwibank ATM,"9 Buckleys Road, Linwood, Christchurch 8062",ATM,atm
60262,Eastgate PostShop,Corner of Buckleys and Linwood Avenue,Postbox Lobby,box_lobby
100877,Posting box,"3 Soleares Avenue, Christchurch",Postbox,post_a_letter_standard
58070,Eastgate PostShop ,Corner of Buckleys and Linwood Avenue ,PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,parcel_collection,passport_and_id_photos"
100788,Posting box,"498 Harewood Road, Harewood, Christchurch",Postbox,post_a_letter_standard
58044,Bishopdale PostShop,"31 Bishopdale Court, Bishopdale, Christchurch 8053",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,pay_a_bill,standard_banking_services,dropbox,counter_delivery,parcel_collection"
100741,Posting box,"31 Bishopdale Court, Bishopdale, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
60255,Bishopdale PostShop,"31 Bishopdale Court, Bishopdale, Christchurch 8053",Postbox Lobby,box_lobby
65029,Kiwibank ATM,"31 Bishopdale Court, Bishopdale, Christchurch 8053",ATM,atm
100810,Posting box,"383 Linwood Avenue, Bromley, Christchurch",Postbox,post_a_letter_standard
100635,Posting box,"302 Bealey Avenue, Christchurch Central, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
100882,Posting box,"10 St Leonards Square, Sumner, Christchurch",Postbox,post_a_letter_standard
100854,Posting box,"367 Papanui Road, Strowan, Christchurch",Postbox,post_a_letter_standard
100906,Posting box,"5 Windermere Road, Papanui, Christchurch",Postbox,post_a_letter_standard
72312,Stanmore Books & Post,"108 Stanmore Road, Linwood, Christchurch 8011",PostShop,"post_a_letter_standard,post_a_letter_fastpost,post_a_parcel,purchase_postage,counter_delivery"
60091,Linwood,"108 Stanmore Road, Linwood, Christchurch 8011",Postbox Lobby,box_lobby
100885,Posting box,"108b Stanmore Road, Linwood, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
58414,Kiwibank ATM,"97 Stanmore Road, Linwood, Christchurch 8011",ATM,atm
100876,Posting box,"1 Shearwater Street, Woolston, Christchurch",Postbox,post_a_letter_standard
100853,Posting box,"183 Papanui Road, Merivale, Christchurch",Postbox,"post_a_letter_standard,post_a_letter_fastpost"
60250,Merivale PostShop,"183 Papanui Road, Merivale, Christchurch 8014",Postbox Lobby,box_lobby
65086,Kiwibank ATM,"183 Papanui Road, Merivale, Christchurch 8014",ATM,atm
